ranking,昵称,抖音号,number of followers,gender,profession of the broadcaster,profession,Number of viewers,人数峰值,sales volume,销售额/万,value of sales,Word of mouth,Live broadcast times,Total products,Total duration of live broadcast
184,SIVI熙薇,sivi888,712351,female,穿搭,4,163092,5106,27.9w,2325.30 ,23.25 ,4.90,27,558,8天1时18分43秒
185,雯双双🦄休息啦品牌好物选品中,wenshuangshuang,211596,female,穿搭,4,43252,1183,2.4w,2308.60 ,23.09 ,4.97,21,1004,3天1时9分52秒
186,王囡囡,wangnannan811,1788257,female,网红美女,7,105199,7430,5.4w,2298.60 ,22.99 ,4.96,24,438,2天11时44分5秒
187,转果优品,Apple024,751828,male,科技,1,196174,11938,2.0w,2293.70 ,22.94 ,4.84,23,175,3天16时34分49秒
188,楚遇珠宝,lanking6888888,631888,male,音乐,13,87711,4001,6.7w,2270.90 ,22.71 ,4.99,29,9194,13天3时1分53秒
189,IHIMI官方旗舰店,xingyou168,572896,female,穿搭,4,516831,11861,30.1w,2266.30 ,22.66 ,4.94,62,471,20天3时31秒
190,LEDIN乐町,ledinledin,608621,female,穿搭,4,180224,3748,11.2w,2265.50 ,22.66 ,4.99,75,363,15天17时44分21秒
191,云上珠宝,YDSZB666,113797,male,时尚,0,108315,25674,11.5w,2260.40 ,22.60 ,4.81,11,1114,1天20时7分53秒
192,盛唐二奢白菜村,ShengtangSCP,46221,female,时尚,0,44115,2097,9591,2253.20 ,22.53 ,4.76,30,2704,7天15时48分42秒
193,华缘玉器,huayuanyuqi88888,334224,male,时尚,0,87748,2668,9.2w,2248.40 ,22.48 ,4.95,33,7258,7天5时35分18秒
194,UPSTAR,UPSTAR,1265513,female,穿搭,4,98345,2336,5.6w,2216.00 ,22.16 ,4.77,89,250,19天22分23秒
195,广州琴姐服饰（钟爱绿色）,keke661121,1101163,female,穿搭,4,307620,6885,22.5w,2240.70 ,22.41 ,4.99,23,906,4天1时11分24秒
196,景德镇·瓷画楼,cihualou1968,101289,female,生活,5,17417,921,1.3w,2236.70 ,22.37 ,4.97,93,29842,26天7时52分10秒
197,柏雪,98150436,539037,female,生活,5,401047,5006,18.2w,2236.00 ,22.36 ,4.94,19,1340,5天12时28分22秒
198,大利（今晚7点田园返城浮力宋不停）,17036123,1324235,female,种草,2,395387,22409,30.5w,2232.30 ,22.32 ,4.58,20,405,4天1时37分8秒
199,秀姐美食领域者,ssamm5210,2504896,female,美食,10,1128149,25804,80.6w,2228.20 ,22.28 ,4.90,22,114,3天19分2秒
200,联想,Lenovo,1824446,male,科技,1,35469,18507,5278,2225.70 ,22.26 ,4.29,37,243,4天12时42分14秒
201,石力派珠宝,SLP004,129497,male,时尚,0,26068,1747,6741,2223.90 ,22.24 ,4.74,55,4409,25天7时11分32秒
202,占少说瓷,zhanshao9999,81788,male,文学艺术,16,14189,1431,1.1w,2222.20 ,22.22 ,4.96,99,18699,21天6时35分45秒
203,小银子的宝藏female孩（早9点直播）,YINZ66,1367685,female,穿搭,4,219670,4172,20.5w,2214.20 ,22.14 ,4.78,27,868,6天8时17分16秒
204,小贝饿了,xiaobeiele,10957772,female,美食,10,1053271,18372,56.0w,2211.70 ,22.12 ,4.86,16,233,3天15时50分4秒
205,抖音商城官方直播间,573691570,1016119,female,种草,2,106118,17656,12.6w,2208.20 ,22.08 ,4.75,52,808,10天11时57分35秒
206,爱而乐（7号11点直播）,307797166..,3816339,female,萌娃,20,350217,14886,16.0w,2203.10 ,22.03 ,4.93,18,83,4天14时45分29秒
207,苗哥珍珠,116606363,45315,male,时尚,0,28362,735,3.9w,2201.20 ,22.01 ,4.98,54,11867,11天5时44分41秒
208,美萍珠宝严选   14点开播,CNZB5566,86365,female,时尚,0,94905,7624,5.7w,2195.80 ,21.96 ,4.92,23,2449,3天19时52分43秒
209,老庙黄金专卖店,LMHJin1982,1828318,male,时尚,0,263302,5665,9.0w,2193.80 ,21.94 ,4.64,51,2703,10天15时18分51秒
210,大female王珠宝6号早上八点开播,Queenjewelryzyl,95334,female,时尚,0,58395,2597,6.3w,2193.60 ,21.94 ,4.97,25,5368,8天3时19分13秒
211,🌈唐艺(今晚7点30改成室内直播),Baobao102,21812117,female,音乐,13,6227875,1011116,25.4w,2192.60 ,21.93 ,4.52,8,125,4天8时42分6秒
212,小菲菲和大冰冰（7月宠粉狂欢🎉）,1939544077,545717,female,美妆,6,151260,6755,15.9w,2184.10 ,21.84 ,4.99,22,108,6天19分27秒
213,随源-隋心,lisasuixin2,207568,female,情感,9,283731,21824,42.8w,2172.30 ,21.72 ,5.00,25,1344,3天15时29分39秒
214,思懿-刀客砍价王,seeMe641.,682769,female,网红美女,7,102912,3067,3.1w,2170.30 ,21.70 ,4.89,93,35605,23天23时57分8秒
215,金爱罗夫妇,arrowkim,2646013,female,生活,5,1080791,27992,24.7w,2165.80 ,21.66 ,4.85,6,226,1天8时50分33秒
216,林公子（白银生产商）,23298825256,186955,male,时尚,0,153312,29310,20.3w,2164.60 ,21.65 ,4.82,42,1144,3天11时59分32秒
217,华少珠宝,73309301333,76046,female,时尚,0,60385,16294,3.9w,2156.00 ,21.56 ,4.15,38,702,2天3时10分19秒
218,Host华少,165115935,1033547,male,明星,3,1731701,47030,12.5w,2149.70 ,21.50 ,4.46,1,71,8时8分33秒
219,妃鱼奢侈品B姐妹团（全天直播）,feiyu886688,241598,female,穿搭,4,40403,1251,1.3w,2139.40 ,21.39 ,1.65,72,7160,15天14时42分13秒
220,琪老板翡翠（早上8:30开播）,yybb220,103440,female,时尚,0,36290,1285,1.9w,2131.50 ,21.32 ,4.57,27,4873,6天19时4分21秒
221,爱慕官方旗舰店,aimuguanfang,312011,male,穿搭,4,112225,5590,13.1w,2127.30 ,21.27 ,4.93,58,141,12天7时11分33秒
222,珽珽紫砂,V15852573332,239096,male,种草,2,229243,2152,3.8w,2114.30 ,21.14 ,4.78,30,10079,8天12时52分35秒
223,Ubras官方旗舰店,Ubras2021,561988,female,穿搭,4,83585,3118,13.1w,2111.50 ,21.12 ,4.95,75,102,19天37分43秒
224,文文面部逆龄课堂,wenwen202024,2148513,female,美妆,6,132769,12776,21.3w,2111.10 ,21.11 ,4.99,47,66,7天16时19分15秒
225,龙哥珠宝715,29386255722,80716,male,时尚,0,95270,10797,9.4w,2106.40 ,21.06 ,4.30,23,786,1天17时3分7秒
226,老板娘雪大,xueda88888,589006,female,穿搭,4,87800,9104,7.8w,2104.10 ,21.04 ,4.92,13,413,2天6时18分56秒
227,FIVE PLUSfemale装旗舰店,fiveplus2021,161125,female,穿搭,4,156188,2161,8.5w,2084.20 ,20.84 ,4.99,55,239,16天1时55分9秒
228,王小骞,1142041417,3963896,female,母婴育儿,15,879676,7109,13.8w,2073.50 ,20.74 ,4.86,4,180,1天18时42分13秒
229,丰回翡翠,fhfc888888,1133058,female,生活,5,153606,4314,3.1w,2061.80 ,20.62 ,4.68,16,1435,3天8时38分35秒
230,晶咕家微胖定制 【早8:52分直播】,Jinggu88888888,741388,female,穿搭,4,202435,2484,13.4w,2060.10 ,20.60 ,4.99,26,394,7天6时59分38秒
231,轩羽JDND 26号早晨10点直播,JDND168,505337,female,穿搭,4,195611,3100,10.0w,2051.60 ,20.52 ,5.00,21,521,7天11时6分13秒
232,香影官方female装旗舰店,XYING999999,361330,female,穿搭,4,281359,5197,9.0w,2051.70 ,20.52 ,4.77,43,349,10天23时16分12秒
233,桔夕汤汤（female表专场）,Dongbiao,255501,female,时尚,0,34113,1361,2914,2036.40 ,20.36 ,4.37,120,1415,26天21时55分48秒
234,泉腾腾（天使之泪珍珠）,quantengteng888,276941,female,时尚,0,149428,3616,6.1w,2029.60 ,20.30 ,4.99,20,302,4天4时32分14秒
235,李佳航MVP,120643458,9451354,male,明星,3,1854661,32164,6.7w,2019.20 ,20.19 ,4.61,2,81,10时44分6秒
236,瑞丽翠控珠宝,ckzb168,509561,female,时尚,0,41123,2462,3.3w,2011.70 ,20.12 ,4.64,118,32127,24天21时4分20秒
237,六丑精品服装,LC1981888,122532,female,穿搭,4,181823,4180,8.6w,2007.90 ,20.08 ,4.98,15,450,4天17时8分33秒
238,美宁家纺厂,yqg1314520,1001281,female,网红美女,7,230321,5951,9.1w,2001.20 ,20.01 ,4.75,33,207,7天11时42分5秒
239,霞湖世家,131413GUO,2590136,male,穿搭,4,671576,6225,41.9w,2000.00 ,20.00 ,4.99,34,245,21天8时55分42秒
240,小师妹翡翠,dyszueoncqjs,87533,female,时尚,0,31481,2049,1.5w,1999.70 ,20.00 ,4.09,101,17325,21天22时10分28秒
241,美誉严选,ZM823328,365195,female,穿搭,4,352982,8691,24.4w,1981.20 ,19.81 ,4.92,29,147,5天14时48分9秒
242,九月阿布棉麻,fq2315959990,437152,female,穿搭,4,292269,6113,9.7w,1975.60 ,19.76 ,4.85,33,34,5天6时19分16秒
243,红布林雯雯(下午6点开播),jungeplus,80276,female,穿搭,4,202136,3384,1.8w,1975.50 ,19.76 ,4.59,22,5580,5天4时58分18秒
244,金六福荣耀（工厂直供店）,41068305893,103935,female,时尚,0,81526,6117,10.6w,1971.90 ,19.72 ,4.34,42,5505,3天12时35分34秒
245,大连爱自然,QianHe_7777,387417,female,穿搭,4,91661,4453,8.9w,1971.60 ,21.66 ,4.97,28,305,4天11时47分28秒
216,LILISTUDIO·亲子装（休息中）,LL1785,504329,female,穿搭,4,102378,5327,19.0w,1960.00 ,19.60 ,5.00,37,586,4天21时40分12秒
247,华为商城,HUAWEI_Vmall_,533365,female,科技,1,278551,17661,6754,1957.20 ,19.57 ,4.82,18,96,2天10时2分
248,不漂亮的大漂亮,jt131420kx,810115,female,穿搭,4,373678,6501,22.1w,1943.10 ,19.43 ,1.96,25,156,5天23时22分13秒
249,URBAN REVIVO,1444972715,789980,female,穿搭,4,210029,3757,11.5w,1942.70 ,19.43 ,4.90,70,1031,15天12时23分52秒
250,一夕珠宝(6号中午14:30开播）,yixizhubao520,19401,female,时尚,0,31700,717,4.9w,1932.20 ,19.32 ,4.72,34,6797,8天18时11分53秒
251,鸭鸭羽绒服饰旗舰店,yayadown,248594,female,穿搭,4,117357,3983,5.3w,1927.00 ,19.27 ,4.91,42,76,10天4时3分24秒
252,盛唐轮公子（今晚20:55直播）,Ypyl999,17067,male,种草,2,29834,3169,7059,1921.20 ,19.21 ,4.52,23,1305,2天11时18分8秒
253,中国黄金专卖店,zghjshop,2004123,male,时尚,0,846284,17244,15.5w,1919.40 ,19.19 ,4.64,21,382,4天12时50分36秒
254,真丝五一哥,VVIP51G,223021,male,穿搭,4,259477,3994,8.4w,1910.40 ,19.10 ,5.00,10,178,2天1时54分55秒
255,卡思亚高级珠宝,kasiya001,682180,female,时尚,0,983278,22643,16.4w,1907.00 ,19.07 ,4.69,5,281,1天6时27分53秒
256,哈喽婷婷海鲜,50113888,2314343,female,美食,10,130966,10048,15.9w,1904.40 ,19.04 ,4.98,102,73,6天17时42分31秒
257,周大生珠宝精选,zkdasheng,779359,male,时尚,0,105349,4917,5.4w,1904.40 ,19.04 ,4.88,39,111,5天19时4分16秒
258,良品铺子旗舰店,lppz2006828,1057251,female,美食,10,323159,6599,24.0w,1895.60 ,18.96 ,4.69,34,97,23天9时35分30秒
259,AOEO,aoeoskincare,218637,female,美妆,6,125116,12783,14.1w,1895.50 ,18.96 ,5.00,39,65,20天8时36分21秒
260,若谷大大,ruogudada,801397,female,网红美女,7,106201,3991,2.0w,1890.90 ,18.91 ,4.72,18,542,2天13时1分55秒
261,北京箱姐,Aa13520054588,952202,female,种草,2,87161,2601,4.7w,1878.10 ,18.78 ,4.95,31,5,22天18时36分57秒
262,赵氏集团【金大福黄金】,zhaoshijituan888,236686,female,生活,5,78146,10439,8.9w,1877.70 ,18.78 ,4.22,50,826,3天8时1分17秒
263,小米直播间（12点开播）,xiaomizhibojian,7989777,female,科技,1,334735,3671,2.2w,1867.90 ,18.68 ,4.51,37,123,16天1时19分43秒
261,TATA他她官方旗舰店,MISSTATA2003,440724,female,穿搭,4,133213,2263,4.9w,1866.10 ,18.66 ,4.85,60,142,14天11时15分25秒
265,福多多珠宝1号,fddzb986,177963,male,时尚,0,85285,1608,7.7w,1861.80 ,18.62 ,4.30,33,25369,25天4时49分38秒
266,思嘉来了,sijialin03,27825,female,时尚,0,23762,2271,3.1w,1861.20 ,18.61 ,4.94,21,2037,3天3时1分22秒
267,璀璨珠宝,CCzhubao518,87938,male,时尚,0,70495,4731,15.3w,1852.30 ,18.52 ,4.46,42,6543,5天3时6分56秒
268,天津一家人 今晚7点直播,345184175,36416961,male,搞笑,14,576579,80334,20.5w,1851.70 ,18.52 ,4.95,45,108,4天45分40秒
269,维格娜丝官方旗舰店,MISS.V1997,56617,female,穿搭,4,23411,637,1.6w,1851.00 ,18.51 ,4.94,80,679,19天9时27分
270,拍拍严选（手机特惠),588018450,737887,female,科技,1,149793,12675,8422,1850.50 ,18.51 ,3.86,43,95,22天13时38分55秒
271,陈意礼,9240977,15434554,female,舞蹈,21,1093549,66175,9.1w,1847.30 ,18.47 ,4.64,9,244,1天58分40秒
272,安娜studio服装工作室。,x188588,506586,female,穿搭,4,205511,11611,28.7w,1845.40 ,18.45 ,4.78,52,1848,3天8时24分9秒
273,何洁,Hedabao0325,3623429,female,明星,3,946520,29247,3.9w,1843.40 ,18.43 ,4.54,5,171,1天1时5分24秒
274,张晨光,morni1003,3551084,male,明星,3,2464242,152491,9.8w,1823.30 ,18.23 ,4.45,8,123,1天7时45分17秒
275,大梵翡翠,dy6fyld7sau3oy,135020,female,时尚,0,27330,1567,8685,1821.00 ,18.21 ,4.95,39,5559,23天8时17分52秒
276,杨杨服装创业(晚上7点开播),Y17307453032,425501,female,穿搭,4,280091,7155,35.3w,1815.80 ,18.16 ,4.94,35,3568,6天15时33分35秒
277,唯品会(正在直播中),383907018,2529470,female,种草,2,234075,4875,16.6w,1811.80 ,18.12 ,1.86,81,1095,16天7时23分11秒
278,老卢Eric·4号11点国际大牌日,16711116,681507,male,种草,2,130529,55717,31.5w,1803.30 ,18.03 ,4.79,50,223,2天17时33分32秒
279,帅帅严选-带你识珠宝行天下,35027582950,55354,female,时尚,0,49440,5071,11.3w,1802.90 ,18.03 ,4.48,40,3141,4天22时16分23秒
280,诗雨品牌特卖,275500611,1435332,female,穿搭,4,619663,14191,26.7w,1800.00 ,18.00 ,4.85,27,1921,7天12时55分37秒
281,转转官方旗舰店,1695701183,1271817,female,知识资讯,23,223547,1559,1.2w,1798.70 ,17.99 ,3.89,29,193,18天10时47分44秒
282,安洁利奢侈品鉴定师田哥,JD00008,2755114,male,时尚,0,60087,4535,3071,1797.80 ,17.98 ,4.56,86,2817,14天15时11分44秒
283,晴子,Qingzi0408,3057724,female,美食,10,689454,15696,45.0w,1794.50 ,17.95 ,4.71,17,214,3天4时29分15秒
284,爱丽丝服饰（早晚7点直播）,JDD004,2822132,female,穿搭,4,160771,10714,12.8w,1793.50 ,17.94 ,4.84,32,400,7天1时29分12秒
285,黛莉欧大牌服饰,dailioudapai,2052592,female,穿搭,4,224135,2770,11.6w,1790.70 ,17.91 ,4.82,45,10804,21天6时37分29秒
286,三只松鼠,songshu0619,4663947,male,美食,10,159972,8165,18.2w,1769.20 ,17.69 ,4.77,56,181,19天15时25分39秒
287,金六福荣耀品牌专营店,35655103949,176773,male,时尚,0,53882,3731,15.4w,1762.30 ,17.62 ,4.18,43,9522,4天10时29分37秒
288,电器哥梓涵,zzh09220807,747564,male,生活,5,54823,2270,7770,1757.50 ,17.58 ,4.62,18,148,4天14时17分56秒
289,dzzit,dzzit,229831,female,穿搭,4,101831,1892,2.8w,1756.60 ,17.57 ,4.94,44,266,10天21时59分36秒
290,媛媛female王💗下午一点紫娇皮草反季！超级美,YYNW0108,2136932,female,穿搭,4,200300,21693,3.8w,1754.70 ,17.55 ,1.66,29,1361,5天20时14分39秒
291,VERO MODA官方旗舰店,veromodabest,581613,female,穿搭,4,109196,1483,7.0w,1754.00 ,17.54 ,4.91,78,667,19天11时16分5秒
292,小新的定制穿搭,7.15261E+11,242877,female,穿搭,4,250349,8811,13.9w,1753.70 ,17.54 ,1.86,27,94,3天23时59分7秒
293,特别乌啦啦,135251913,7604030,male,美食,10,6863164,80644,32.9w,1751.00 ,17.51 ,4.85,2,165,18时54分56秒
294,芙娜妮轻奢原创,Youling668,1041124,female,穿搭,4,289141,6371,10.2w,1741.50 ,17.42 ,4.83,29,262,6天3时12分51秒
295,瑞丽市众石珠宝店,lfl777666,616194,female,剧情,17,74532,1379,9843,1725.60 ,17.26 ,3.97,39,8881,29天9时2分14秒
296,是张阿星,ZAxing_,1844803,female,穿搭,4,178421,8321,13.1w,1723.90 ,17.24 ,5.00,24,256,2天17时30分51秒
297,不老的爷爷（7月8号中午十二点银婚庆典）,ZhF88866,3560031,male,音乐,13,162322,24160,21.2w,1723.50 ,17.24 ,4.67,56,250,7天13时21分31秒
298,三千说表,DNsanqian,4443894,male,种草,2,191551,5679,3994,1720.30 ,17.20 ,1.65,39,588,19天9时57分35秒
299,昔子female鞋工厂店,lunadesignshoes,761535,female,穿搭,4,162759,7267,14.8w,1715.20 ,17.15 ,4.94,128,177,19天9分57秒
300,小花奢侈品C,Hanazg83,110071,female,时尚,0,21273,222,2080,1714.80 ,17.15 ,4.32,75,4129,21天10时39分33秒
301,炮炮唐,ppt7788,1974834,female,宠物,24,204523,11175,54.2w,1712.30 ,17.12 ,5.00,21,217,3天15时23分19秒
302,嫣妆街（高薪招主播）,2037034374,961850,female,穿搭,4,61515,1767,2.4w,1707.00 ,17.07 ,4.87,72,219,16天1时21分31秒
303,余小鱼studio,yuxiaoyu202088,690779,female,网红美女,7,345947,4623,24.8w,1706.80 ,17.07 ,4.98,22,397,5天4时57分52秒
304,罗蒙官方旗舰店,romon666,1321683,male,穿搭,4,107672,1980,20.9w,1702.00 ,17.02 ,4.72,90,142,22天13时20分17秒
305,雪大宝,775567767,2031868,female,美妆,6,186990,58014,30.9w,1700.80 ,17.01 ,5.00,50,61,4天3时14分58秒
306,缅甸寻翠,Mdxc1688,188859,female,时尚,0,58910,1547,6271,1695.70 ,16.96 ,4.77,47,4,29天7时41分36秒
307,姣爷可趣儿 7月5日晚上7点半直播,jiaoye2018,432297,female,穿搭,4,170034,6509,10.1w,1692.90 ,16.93 ,5.00,15,696,2天15时8分10秒
308,千颂妮-7号晚18点莲灿品牌⭐️⭐️⭐️,qiansongni,774807,female,剧情,17,221069,7264,6.9w,1687.70 ,16.88 ,4.66,20,686,3天6时25分32秒
309,美洋MEIYANG【每周二早上十点上新】,MEIYANG2019,7880055,female,穿搭,4,179315,5627,7.8w,1683.60 ,16.84 ,4.99,26,326,3天5时43分14秒
310,ochirly,ochirlyofficial,359683,female,生活,5,164619,3779,5.6w,1680.40 ,16.80 ,4.79,50,459,18天21时32分19秒
311,菩小提,puxiaoti,339221,female,网红美女,7,127418,3746,15.5w,1678.20 ,16.78 ,4.93,25,240,3天22时50分20秒
312,安诗雅轩female鞋,dyggw1l1uotl,665818,female,穿搭,4,192639,4241,31.5w,1671.70 ,16.72 ,1.67,33,83,12天8时30分19秒
313,睦火火,muhuohuo88,1169312,female,穿搭,4,196927,5226,10.8w,1671.10 ,16.71 ,4.95,68,187,13天3时28分37秒
314,恒实琥珀,hengshi888,368075,male,种草,2,55831,1535,1.8w,1667.70 ,16.68 ,4.92,38,15135,23天10时6分7秒
315,瓜瓜呀服饰（周三新款）,Guagualala,249781,female,时尚,0,108075,4086,9.3w,1656.40 ,16.56 ,4.98,20,134,2天1时3分57秒
316,思懿-刀客定制,lizhuoran9062,461890,female,网红美女,7,15972,5003,4433,1650.50 ,16.51 ,4.50,118,4656,25天21时46分10秒
317,北比小丸子,Zaoxingshibb,230065,female,美妆,6,351814,13936,41.4w,1617.10 ,16.17 ,1.36,11,132,6天1时11分7秒
318,胖虎奢侈品鉴定中心,ponhu001,357113,male,时尚,0,18748,613,3290,1643.70 ,16.44 ,4.90,107,2329,20天21时4分46秒
319,圆圆脸和小丸子,120943772,274915,female,穿搭,4,127849,1758,6.3w,1613.10 ,16.13 ,5.00,28,368,6天17时17分21秒
320,唐熹轻奢female装,TANGXI88886,372492,female,穿搭,4,386171,12121,7.2w,1638.10 ,16.38 ,5.00,27,135,4天5时5分20秒
321,嘉德御窑谢国福严选,jiadeyuyao,87054,male,文学艺术,16,23189,2355,2.2w,1637.90 ,16.38 ,4.91,32,10326,7天16时44分19秒
322,老爸评测,daddylab,21819916,female,种草,2,368205,15397,22.7w,1637.50 ,16.38 ,4.84,21,296,3天23时28分57秒
323,魏凡舒BABY（正在直播）,WEIFANSHU,626333,female,穿搭,4,142815,2013,3.1w,1636.90 ,16.37 ,4.93,25,163,6天16时12分59秒
324,陈赫,191433445,72130450,male,明星,3,2204867,48665,14.1w,1636.90 ,16.37 ,4.93,4,174,1天6时56分43秒
325,菲爷驾到,xiaofei0205,189561,female,穿搭,4,67792,5094,6.2w,1628.80 ,16.29 ,4.99,44,168,4天22时3分38秒
326,苏宁易购超级买手,dyxfj7asje04,3109007,female,种草,2,259950,13881,20.5w,1628.30 ,16.28 ,4.43,47,606,11天1时17分16秒
327,惟之家纺工厂店（18点直播）,YUJIEHOME,208993,female,种草,2,324735,5471,17.3w,1613.50 ,16.14 ,4.74,27,702,6天6时11分23秒
328,玩机小讲堂,wanji_XJT,566777,male,科技,1,51136,3349,1.0w,1611.20 ,16.11 ,4.45,41,78,13天20时8分36秒
329,林总夫妇,linzongff888,101484,female,时尚,0,144044,16664,11.0w,1609.60 ,16.10 ,4.87,11,1879,2天21时7分45秒
330,陈锐·铭记112(暂播铁头号晚8点),ManbaForever2424,237798,female,生活,5,159593,11503,26.6w,1609.00 ,16.09 ,4.98,20,90,4天6时43分58秒
331,POLOSPORT专卖店,POLOSPORT3333,346459,male,生活,5,162608,3319,17.3w,1606.80 ,16.07 ,4.55,27,131,5天2时32分1秒
332,睿夕female装早上8点直播上新福利,12021289,2210347,female,穿搭,4,203822,4245,24.5w,1603.10 ,16.03 ,4.98,27,1031,7天3时33分14秒
333,东哥小个male装批发,933126198,160389,male,穿搭,4,150583,2651,37.1w,1592.00 ,15.92 ,4.91,31,114,13天14时44分2秒
334,TENDER JINGER,TenderJinger,79014,male,穿搭,4,121437,7410,6.9w,1580.80 ,15.81 ,4.93,11,611,1天11时50分58秒
335,毛光光·7.10早11点直播1周年庆,1134960564,14661531,male,搞笑,14,1798673,43758,2.8w,1575.00 ,15.75 ,4.57,2,69,7时19分7秒
336,洪陵羊绒  口碑分满分5分,VV708408,734752,male,穿搭,4,29710,2284,2.2w,1574.40 ,15.74 ,5.00,65,319,10天18时3分15秒
337,ONLY中国,ONLY_China,733161,female,穿搭,4,113181,3197,6.2w,1574.30 ,15.74 ,4.89,71,393,15天10时24分48秒
338,yoyo,yoyo971204,2785059,female,网红美女,7,319804,4900,10.4w,1573.10 ,15.73 ,4.98,15,409,3天5时49分59秒
339,丝意阁香云纱真丝(高薪招主播),syg210314,144189,female,穿搭,4,157587,1650,2.6w,1567.00 ,15.67 ,1.61,44,96,25天19时27分50秒
340,漠里姐姐-牛梦琳,molijiejie7,5916814,female,生活,5,273188,12938,22.8w,1563.40 ,15.63 ,5.00,43,34,4天8时5分32秒
341,深圳市罗湖区猫猫时尚服装店,fan33488,127695,female,穿搭,4,160629,4773,16.5w,1554.80 ,15.55 ,4.88,52,520,8天20时59分16秒
342,何泓姗VivaHo,Viva0410,2033216,female,明星,3,1403325,30544,10.6w,1544.10 ,15.44 ,4.42,4,203,1天10时48分23秒
343,戴拉轻奢female装,BY520316101,168181,female,穿搭,4,31168,1161,6.1w,1539.80 ,15.40 ,4.90,33,1156,6天21时16分31秒
344,设计师阿爽-7月6日直播家装节,spzp_04,23042139,female,家居,19,146701,3734,3.9w,1536.60 ,15.37 ,4.87,22,304,3天23时22秒
345,米兰站高端名品养护,MLZ00003,38824,female,穿搭,4,88848,477,2092,1524.90 ,16.56 ,1.69,38,1516,28天17时39分18秒
316,巴拉巴拉官方旗舰店,659988812,2397522,female,穿搭,4,133168,11278,22.6w,1518.80 ,15.19 ,4.94,128,623,17天6时6分18秒
347,米兰站白菜奢侈品,mlz188188,32321,female,时尚,0,74599,1313,2287,1517.20 ,15.17 ,4.20,45,3504,26天20分57秒
348,东营开发区玉在东方玉器店,dysbq92j81wo,216862,female,种草,2,63731,2569,5.1w,1513.30 ,15.13 ,4.73,42,6107,4天18时21分28秒
